concentration_label,log10_concentration,positive_adjusted,total_adjusted,lambda_adjusted,log10_lambda_adjusted,uncertain_excluded,fit_slope,fit_intercept,fit_r2
10^-2,-2.0,7140,7140,6.927557906278317,0.840580164663152,0,0.9873071611966003,3.05625571662027,0.9543925899716145
10^-3,-3.0,8414,9508,2.162292845498158,0.33491451134312683,0,0.9873071611966003,3.05625571662027,0.9543925899716145
10^-4,-4.0,1254,6264,0.2233830435917286,-0.6509497960996922,1558,0.9873071611966003,3.05625571662027,0.9543925899716145
10^-5,-5.0,67,8903,0.007554013033663407,-2.1218222701779124,0,0.9873071611966003,3.05625571662027,0.9543925899716145
